,tconst,year,genres,averagerating,numvotes,title,studio,foreign_gross,release_date,budgets,world_gross,domestic_gross,rating,director,writer,theater_date
998,,,Action and Adventure|Drama|Horror|Mystery and Suspense,,,,New Line Cinema,,,,"54,100,000",,R,James Wong,James Wong|Glen Morgan,"Feb 10, 2006"
999,,,Action and Adventure|Drama|Mystery and Suspense,,,,,,,,,,R,,David Aaron Cohen|Kevin Jarre|Vincent Patrick|Robin Squibb|Karen Wookey|Gary Capo,"Mar 26, 1997"
1000,,,Comedy,,,,,,,,,,PG-13,Pat Proft,Pat Proft,"Aug 21, 1998"
1001,,,Comedy|Kids and Family|Romance,,,,Walt Disney Pictures,,,,"127,706,877",,PG,Kevin Lima,,"Nov 21, 2007"
1002,,,Mystery and Suspense,,,,FilmDistrict,,,,"10,880,926",,R,Niels Arden Oplev,,"Mar 8, 2013"
1003,,,Horror,,,,20th Century Fox,,,,,,R,Matt Bettinelli-Olpin|Tyler Gillett,Lindsay Devlin,"Jan 17, 2014"
1004,,,Classics|Drama,,,,,,,,,,NR,Anatole Litvak,John Wexley,"Sep 21, 1940"
1005,,,Comedy,,,,,,,,,,R,Ira Miller,,
1006,,,Action and Adventure,,,,Paramount Pictures,,,,,,PG,Steven Spielberg,Lawrence Kasdan,"Jun 12, 1981"
1007,,,Comedy,,,,,,,,,,PG,Alan Alda,Alan Alda|Gore Vidal,"May 14, 1986"
1008,,,Action and Adventure|Classics|Drama,,,,,,,,,,R,Otto Preminger,Wendell Mayes,"Apr 6, 1965"
1009,,,Comedy|Drama,,,,,,,,,,R,Terry Jones,David Leland,
1010,,,Action and Adventure|Mystery and Suspense,,,,Summit Entertainment,,,,"10,706,786",,R,Patrick Lussier,,"Feb 25, 2011"
1011,,,Comedy|Drama,,,,Universal Pictures,,,,"35,565,975",,PG-13,Tom Hanks,Tom Hanks|Nia Vardalos,"Jul 1, 2011"
1012,,,Action and Adventure|Drama|Mystery and Suspense,,,,,,,,,,R,James Gray,James Gray,"May 19, 1995"
1013,,,Action and Adventure|Art House and International|Drama,,,,,,,,,,NR,Werner Herzog,Werner Herzog,"Dec 3, 1987"
1014,,,Comedy|Mystery and Suspense|Science Fiction and Fantasy|Romance,,,,Newmarket Film Group,,,,,,R,Richard Kelly,Richard Kelly,"Jan 19, 2001"
1015,,,Comedy|Drama|Kids and Family|Romance,,,,,,,,,,G,Roy Rowland,Richard Flournoy,
1016,,,Drama,,,,,,,,,,NR,,,
1017,,,Drama,,,,,,,,,,NR,Ted Tetzlaff,Martin Rackin|Frank Davis,
1018,,,Drama|Mystery and Suspense,,,,,,,,,,NR,William Beaudine,,
1019,,,Art House and International|Drama|Musical and Performing Arts,,,,Samuel Goldwyn Films,,,,"4,806,750",,PG,Bruce Beresford,Jan Sardi,"Aug 20, 2010"
1020,,,Comedy|Romance,,,,,,,,,,R,,,"Jul 24, 1998"
1021,,,Comedy|Musical and Performing Arts,,,,,,,,,,NR,,,
1022,,,Drama|Musical and Performing Arts|Romance,,,,,,,,,,NR,Herbert Wilcox,Ken Englund,
1023,,,Art House and International|Classics|Horror,,,,,,,,,,NR,John Gilling,Anthony Hinds|John Elder|Peter Bryan,"Jan 1, 1966"
1024,,,Classics|Comedy|Drama|Romance,,,,,,,,,,R,Ernst Lubitsch,Charles Brackett|Billy Wilder|Walter Reisch|Melchior Lengyel,"Nov 3, 1939"
1025,,,Art House and International|Drama|Mystery and Suspense|Television,,,,,,,,,,R,Cheryl Dunye,Catherine Crouch|Cheryl Dunye,"Jun 23, 2001"
1026,,,Drama|Sports and Fitness,,,,Open Road Films,,,,"5,051,927",,R,Ben Younger,Ben Younger,"Nov 18, 2016"
1027,,,Comedy|Drama,,,,,,,,,,R,Richard Linklater,Eric Bogosian,
1028,,,Comedy|Drama,,,,,,,,,,NR,Alan Hale,Beulah Marie Dix,
1029,,,Comedy|Romance,,,,Warner Bros.,,,,"93,300,000",,PG-13,,,"Dec 20, 2002"
1030,,,Comedy|Drama,,,,,,,,,,NR,Willem van de Sande Bakhuyzen,,
1031,,,Comedy|Drama|Television,,,,,,,,,,R,Tommy Lee Wallace,,"Jul 11, 1992"
1032,,,Drama|Mystery and Suspense,,,,Fox,,,,,,PG-13,Gary Wheeler,Mark Freiburger|Gary Wheeler|Robert Whitlow|Matthew Modine,
1033,,,Action and Adventure|Mystery and Suspense,,,,,,,,,,NR,Lech Majewski,,
1034,,,Animation|Kids and Family|Special Interest,,,,,,,,,,NR,,,
1035,,,Comedy,,,,Screen Media Films,,,,,,R,Mike Clattenburg,Mike Clattenburg|Robb Wells,"Jun 6, 2006"
1036,,,Comedy|Drama|Kids and Family,,,,Roadside Attractions,,,,"1,000,000",,R,Derrick Borte,Derrick Borte,"Apr 16, 2010"
1037,,,Comedy|Drama,,,,,,,,,,NR,Mike Figgis,,
1038,,,Classics|Comedy|Drama|Kids and Family|Science Fiction and Fantasy,,,,,,,,,,PG,Frank Capra,Frank Capra|Frances Goodrich|Albert Hackett,"Dec 25, 1946"
1039,,,Drama|Mystery and Suspense,,,,,,,,,,R,,,"Nov 29, 2001"
1040,,,Animation|Comedy|Kids and Family|Science Fiction and Fantasy,,,,Buena Vista Pictures,,,,,,G,John Lasseter,Doug Chamberlain|Rita Hsiao|Doug Chamberlin|Chris Webb|Ash Brannon|John Lasseter|Pete Docter|Andrew Stanton,"Nov 24, 1999"
1041,,,Art House and International|Comedy|Drama,,,,,,,,,,R,Jane Campion,Gerard Lee|Jane Campion,"Sep 10, 1989"
1042,,,Comedy|Science Fiction and Fantasy,,,,DreamWorks SKG,,,,,,PG,Dean Parisot,Robert Gordon,"Dec 25, 1999"
1043,,,Action and Adventure|Drama|Mystery and Suspense,,,,,,,,,,R,Brian DePalma,Brian DePalma|David Koepp,"Aug 7, 1998"
1044,,,Comedy|Romance,,,,,,,,,,PG,Jerry Lewis,,
1045,,,Comedy|Romance,,,,,,,,,,PG-13,Thomas Schlamme,Mike Myers|Robbie Fox|Carrie Fisher|Neil Mullarkey|Barbara Benedek,"Jul 30, 1993"
1046,,,Classics|Comedy|Special Interest,,,,,,,,,,NR,Robert Youngson,Robert Youngson,"Mar 31, 1968"
1047,,,Action and Adventure|Science Fiction and Fantasy,,,,Buena Vista Distribution Compa,,,,"42,929,971",,PG-13,Rob Bowman,Terry Hayes|Kevin Peterka|Gregg Chabot|Matthew Greenberg|Matt Greenberg,"Jul 12, 2002"
1048,,,Action and Adventure|Art House and International|Comedy,,,,,,,,,,NR,Sammo Hung Kam-Bo,,"Aug 17, 1984"
1049,,,Drama|Horror|Mystery and Suspense,,,,,,,,,,R,Adrian Lyne,Bruce Joel Rubin|Joel Blasberg,"Nov 2, 1990"
1050,,,Art House and International,,,,,,,,,,NR,Ye Ying|Zhang Li,,
1051,,,Art House and International|Comedy|Drama,,,,New Yorker Films,,,,,,NR,Hong Sang-soo,Hong Sang-soo,"Jan 9, 2008"
1052,,,Action and Adventure|Comedy,,,,STXfilms,,,,,,R,Brian Henson,Todd Berger|Dee Austin Robertson,"Aug 24, 2018"
1053,,,Action and Adventure|Animation|Drama|Science Fiction and Fantasy|Special Interest,,,,Destination Films,,,,,,R,,Keiko Nobumoto|Marc Handler,"Apr 4, 2003"
1054,,,Drama|Horror|Mystery and Suspense,,,,,,,,,,R,Guerdon Trueblood,Bryan Gindoff,"Jan 1, 1973"
1055,,,Action and Adventure|Animation|Art House and International|Drama|Science Fiction and Fantasy,,,,Miramax,,,,,,R,Mamoru Oshii,Kazunori Ito,"Jan 1, 2001"
1056,,,Horror|Mystery and Suspense,,,,Paramount Studios,,,,"13,248,477",,R,Christian Alvart,Ray Wright,"Oct 1, 2010"
1057,,,Art House and International|Drama,,,,,,,,,,NR,Mohsen Makhmalbaf,Mohsen Makhmalbaf,
1058,,,Drama|Romance,,,,,,,,,,PG-13,Jon Avnet,Joan Didion|John Gregory Dunne,"Mar 1, 1996"
1059,,,Drama,,,,,,,,,,PG,Terrence Malick,Terrence Malick,"Sep 13, 1978"
1060,,,Comedy|Musical and Performing Arts,,,,,,,,,,NR,,Gene Towne,
1061,,,Classics|Comedy|Romance,,,,,,,,,,NR,Leo McCarey,,"Oct 21, 1937"
1062,,,Comedy,,,,,,,,,,R,Tom Schulman,Tom Schulman,"Apr 18, 1997"
1063,,,Action and Adventure|Art House and International|Drama|Mystery and Suspense,,,,,,,,,,PG-13,Francesco Rosi,Tonino Guerra|Edmonde Charles-Roux,"Feb 14, 1990"
1064,,,Comedy,,,,,,,,,,PG,Herbert Ross,,"Dec 21, 1984"
1065,,,Action and Adventure|Science Fiction and Fantasy,,,,Arrowstorm Entertainment,,,,,,NR,,,
1066,,,Action and Adventure|Art House and International|Comedy,,,,,,,,,,NR,Hark Tsui,Raymond To,"Jan 28, 1986"
1067,,,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy|Romance,,,,,,,,,,NR,Albert Lewin,Albert Lewin,"Oct 15, 1951"
1068,,,Action and Adventure|Drama|Horror|Mystery and Suspense,,,,Inception Media Group,,,,,,R,Steven Shea,,"Aug 24, 2010"
1069,,,Comedy|Romance,,,,,,,,,,R,,,"Mar 10, 1995"
1070,,,Comedy|Kids and Family,,,,20th Century Fox,,,,"64,001,297",,PG,Thor Freudenthal,Jackie Filgo|Jeff Filgo|Gabe Sachs|Jeff Judah,"Mar 19, 2010"
1071,,,Comedy|Drama,,,,Fine Line Features,,,,"2,974,308",,R,Jennifer Jason Leigh|Alan Cumming,Jennifer Jason Leigh|Alan Cumming,"Jun 8, 2001"
1072,,,Classics|Western|Romance,,,,,,,,,,NR,Anthony Mann,Reginald Rose,"Oct 1, 1958"
1073,,,Drama|Sports and Fitness,,,,Warner Bros. Pictures,,,,"37,431,431",,PG-13,Clint Eastwood,Anthony Peckham,"Dec 11, 2009"
1074,,,Comedy,,,,Paramount Pictures,,,,"22,715,908",,PG-13,Sam Weisman,,"Sep 3, 2003"
1075,,,Action and Adventure|Drama,,,,Columbia Pictures,,,,"67,771,442",,PG-13,Martin Campbell,Robert King|Terry Hayes,"Dec 8, 2000"
1076,,,Art House and International|Drama|Mystery and Suspense,,,,,,,,,,NR,Lance Comfort,,
1077,,,Comedy|Kids and Family|Science Fiction and Fantasy,,,,,,,,,,PG,Greg Beeman,Ed Solomon|Chris Matheson,"Jul 24, 1992"
1078,,,Drama|Television,,,,,,,,,,NR,John Frankenheimer,,"Mar 3, 1996"
1079,,,Drama,,,,,,,,,,NR,Camille Poisson,Camille Poisson,
1080,,,Horror|Mystery and Suspense,,,,Warner Bros. Pictures,,,,"19,755,422",,R,Jamie Blanks,,"Feb 2, 2001"
1081,,,,,,,,,,,,,,,,
1082,,,Classics|Drama|Faith and Spirituality,,,,,,,,,,NR,,,"Jan 21, 1943"
1083,,,Drama,,,,Warner Bros. Pictures,,,,,,R,Bradley Cooper,Will Fetters|Eric Roth|Bradley Cooper,
1084,,,Classics|Comedy,,,,,,,,,,NR,Hal Walker,Melvin Frank|Norman Panama,"Jan 1, 1945"
1085,,,Comedy|Romance,,,,,,,,,,NR,Boris Sagal,Stanley Roberts,
1086,,,Art House and International|Horror,,,,IFC Films,,,,,,NR,Federico Zampaglione,,"Jan 29, 2011"
1087,,,Drama|Mystery and Suspense,,,,,,,,,,R,Uli Edel,Brad Mirman,"Jun 1, 1992"
1088,,,Drama|Romance,,,,,,,,,,R,Doug McHenry,,"Sep 28, 1994"
1089,,,Action and Adventure|Comedy|Kids and Family,,,,Dreamworks Pictures,,,,"73,023,275",,PG,Thor Freudenthal,Jeff Lowell|Lois Duncan|Robert Schooley|Mark McCorkle,"Jan 16, 2009"
1090,,,Classics|Drama|Musical and Performing Arts,,,,,,,,,,NR,Archie Mayo,Karl Tunberg|Darrell Ware,"Sep 4, 1942"
1091,,,Action and Adventure|Drama|Mystery and Suspense,,,,,,,,,,NR,Irvin Kershner,Jean Rouverol|Hugo Butler,
1092,,,Action and Adventure|Comedy|Drama|Musical and Performing Arts|Romance,,,,,,,,,,PG,David Kellogg,David Stenn,"Oct 18, 1991"
1093,,,Action and Adventure|Kids and Family|Science Fiction and Fantasy,,,,,,,,,,G,Michael Rubbo,Michael Rubbo,"Dec 8, 1988"
1094,,,Comedy|Drama,,,,Film District,,,,"4,007,792",,R,Colin Trevorrow,Derek Connolly,"Jun 8, 2012"
1095,,,Drama|Horror|Mystery and Suspense|Television,,,,,,,,,,NR,Daniel Sackheim,Anthony Spinner,"Sep 29, 1996"
1096,,,Drama,,,,Reliance Entertainment,,,,"1,626,289",,NR,Rakeysh Omprakash Mehra|Rakeysh Omprakesh Mehra,Prasoon Joshi,"Jul 12, 2013"
1097,,,Art House and International|Comedy|Drama|Romance,,,,,,,,,,R,Eric Rohmer,Eric Rohmer,"Jul 29, 1983"
1098,,,Art House and International|Drama,,,,,,,,,,R,Jean-Loup Hubert,,
1099,,,Classics|Comedy|Drama|Kids and Family,,,,,,,,,,NR,Vincente Minnelli|John Gay,John Gay,"Mar 27, 1963"
1100,,,Action and Adventure|Drama|Mystery and Suspense,,,,Twentieth Century Fox Home Entertainment,,,,,,PG-13,Jon Amiel,William Broyles|Ronald Bass,"Apr 30, 1999"
1101,,,Comedy,,,,WARNER BROTHERS PICTURES,,,,"3,998,889",,PG-13,Jeff Byrd,Wayne Conley,"Apr 22, 2005"
1102,,,Action and Adventure|Art House and International|Drama,,,,,,,,,,R,John Irvin,,"Jun 1, 1980"
1103,,,Drama,,,,,,,,,,NR,,Leon Butler,"Jan 13, 2017"
1104,,,Classics|Comedy|Drama|Musical and Performing Arts,,,,,,,,,,G,Leo McCarey,Frank Corvett|Frank Butler|Frank Cavett|Leo McCarey,"May 3, 1944"
1105,,,Drama|Mystery and Suspense,,,,,,,,,,R,Boaz Yakin,Boaz Yakin,"Jan 1, 1994"
1106,,,Action and Adventure|Art House and International|Comedy,,,,,,,,,,PG-13,Jackie Chan,Jackie Chan,"Dec 14, 1985"
1107,,,Art House and International|Classics|Horror|Science Fiction and Fantasy,,,,,,,,,,NR,,Henrik Galeen,"Mar 4, 1922"
1108,,,Horror|Science Fiction and Fantasy,,,,,,,,,,R,Don Coscarelli,Don Coscarelli,"May 6, 1994"
1109,,,Drama|Romance,,,,,,,,"12,533,911",,PG-13,Derek Cianfrance,Derek Cianfrance,"Sep 2, 2016"
1110,,,Drama|Musical and Performing Arts,,,,Fine Line Features,,,,"2,839,256",,R,Lars von Trier,Lars von Trier,"Sep 23, 2000"
1111,,,Comedy,,,,,,,,,,PG-13,Brian Hecker,Brian Hecker,"Apr 3, 2009"
1112,,,Classics|Drama|Musical and Performing Arts,,,,,,,,,,NR,Edoardo Anton|Henry Cass,,"Dec 31, 1950"
1113,,,Drama|Mystery and Suspense,,,,,,,,,,NR,,Muriel Roy Bolton and Ian McLellan Hunter,
1114,,,Classics|Comedy,,,,,,,,,,NR,Lowell Sherman,Mae West|Harvey Thew|John Bright,"Feb 9, 1933"
1115,,,Drama|Horror|Mystery and Suspense|Romance,,,,DreamWorks SKG,,,,"128,579,698",,PG-13,Gore Verbinski,Ehren Kruger,"Oct 18, 2002"
1116,,,Action and Adventure|Art House and International|Classics|Drama,,,,,,,,,,PG,John Guillermin,David Pursall|Jack Seddon|Gerald Hanley|Ben Barzman|Basilio Franchina,"Jun 21, 1966"
1117,,,Classics|Drama,,,,,,,,,,PG,Richard Brooks,,"Jun 1, 1957"
1118,,,Action and Adventure|Classics|Comedy|Musical and Performing Arts|Romance,,,,,,,,,,G,Charles Walters,Sidney Sheldon,"Jan 1, 1962"
1119,,,Documentary|Musical and Performing Arts,,,,,,,,,,NR,,,"Jul 2, 1994"
1120,,,Classics|Drama,,,,,,,,,,G,Norman Jewison,,"Oct 15, 1965"
1121,,,Drama|Television,,,,,,,,,,NR,Bobby Roth,Maria Nation,"Apr 6, 1997"
1122,,,Action and Adventure|Horror,,,,,,,,,,R,Ronny Yu,Don Mancini,"Oct 16, 1998"
1123,,,Comedy|Drama|Musical and Performing Arts,,,,Summit Entertainment,,,,"5,205,343",,PG,Todd Graff,,"Aug 14, 2009"
1124,,,Comedy,,,,,,,,,,NR,Val Guest,,"Oct 11, 1957"
1125,,,Action and Adventure|Drama|Science Fiction and Fantasy,,,,,,,,,,PG,David Carson,,"Nov 18, 1994"
1126,,,Comedy|Horror,,,,,,,,,,PG-13,Ron Underwood,,"Jan 19, 1990"
1127,,,Action and Adventure|Drama,,,,Buena Vista Pictures,,,,"54,983,983",,PG-13,,Kelsie Kullman,"Sep 29, 2006"
1128,,,Action and Adventure|Classics|Drama,,,,Dreamworks Distribution LLC,,,,,,R,Ridley Scott,,"May 5, 2000"
1129,,,Classics|Western,,,,,,,,,,NR,,,"May 10, 1934"
1130,,,Action and Adventure|Drama|Science Fiction and Fantasy|Television,,,,,,,,,,NR,Geoffrey Sax,Matthew Jacobs,"May 12, 1996"
1131,,,Art House and International|Comedy|Drama|Musical and Performing Arts,,,,Cult Epics,,,,,,R,Anna Biller,Anna Biller,"Jan 30, 2007"
1132,,,Comedy|Horror,,,,,,,,,,PG,,,
1133,,,Classics|Comedy|Musical and Performing Arts|Romance,,,,,,,,,,NR,George Cukor|Ernst Lubitsch,Samson Raphaelson,"Mar 22, 1932"
1134,,,Drama|Mystery and Suspense,,,,20th Century Fox,,,,,,R,Craig Bolotin,Craig Bolotin,"Nov 10, 1999"
1135,,,Action and Adventure|Art House and International|Comedy,,,,,,,,,,PG-13,Jackie Chan,Jackie Chan|Edward Tang,"Feb 9, 1980"
1136,,,Art House and International|Drama|Romance,,,,,,,,,,NR,,Ted Willis,
1137,,,Drama|Mystery and Suspense,,,,,,,,,,R,Mike Barker,Ted Griffin,"Sep 10, 1999"
1138,,,Action and Adventure|Drama,,,,Focus Features,,,,"21,318,194",,R,Stan Lathan|Vondie Curtis-Hall,Vondie Curtis-Hall|Darin Scott,"Jun 23, 2006"
1139,,,Art House and International|Drama|Horror|Mystery and Suspense|Science Fiction and Fantasy,,,,IFC Films,,,,"84,293",,R,Neil Jordan,Moira Buffini,"Jun 28, 2013"
1140,,,Drama|Romance,,,,The Weinstein Company,,,,"8,518,148",,R,Todd Haynes,Phyllis Nagy,"Nov 20, 2015"
1141,,,Horror|Mystery and Suspense,,,,,,,,,,R,Robert Resnikoff,Robert Resnikoff,"Apr 6, 1990"
1142,,,Classics|Drama|Mystery and Suspense|Science Fiction and Fantasy,,,,,,,,,,PG,Richard Fleischer,,"May 9, 1973"
1143,,,Horror,,,,,,,,,,R,Renny Harlin,Brian Helgeland|Jim Wheat|Ken Wheat|William Kotzwinkle|Scott Pierce,"Aug 19, 1988"
1144,,,Horror|Mystery and Suspense,,,,,,,,,,R,Jack Bender,Don Mancini,"Aug 30, 1991"
1145,,,Art House and International|Drama,,,,,,,,,,NR,,,
1146,,,Drama|Horror|Mystery and Suspense,,,,,,,,,,NR,,Leif Holt,
1147,,,Classics|Comedy|Drama|Musical and Performing Arts,,,,,,,,,,NR,David Butler,Harry Clork|William Jacobs|Harry Clark,"Sep 2, 1950"
1148,,,Horror,,,,Lions Gate Films Inc.,,,,"12,583,510",,R,Rob Zombie,Rob Zombie,"Apr 11, 2003"
1149,,,Drama|Mystery and Suspense,,,,,,,,,,R,Joseph Ruben,Ronald Bass|Bruce Joel Rubin|Lloyd Fonvielle,"Feb 8, 1991"
1150,,,Special Interest|Sports and Fitness,,,,,,,,,,NR,,,
1151,,,Comedy,,,,Lionsgate Films,,,,"35,000,629",,R,Mark Helfrich,Josh Stolberg,"Sep 21, 2007"
1152,,,Horror|Mystery and Suspense|Science Fiction and Fantasy,,,,New Line Home Entertainment,,,,,,R,Rand Ravitch|Rand Ravich,Rand Ravich,"Aug 27, 1999"
1153,,,Comedy|Horror|Musical and Performing Arts,,,,,,,,,,R,Tommy Chong,Tommy Chong|Cheech Marin,"May 5, 1983"
1154,,,Drama,,,,Laemmle/Zeller Films,,,,,,R,Debra Granik,Debra Granik|Richard Lieske,"Nov 25, 2005"
1155,,,Drama,,,,,,,,,,PG,Gordon Parks,Gordon Parks,
1156,,,Action and Adventure|Drama|Kids and Family,,,,,,,,,,PG,,Dana Barratta,"Jan 1, 1994"
1157,,,Action and Adventure|Drama|Western,,,,,,,,"976,847",,R,,,"Jan 29, 2016"
1158,,,Action and Adventure|Art House and International|Comedy,,,,,,,,,,NR,Gordon Chan,,"Dec 31, 1991"
1159,,,Comedy,,,,,,,,,,R,Carl Reiner,Steve Martin|Carl Gottlieb|Michael Elias,"Dec 14, 1979"
1160,,,Classics|Drama,,,,,,,,,,NR,Robert Mulligan,Gavin Lambert,"Jan 1, 1966"
1161,,,Comedy,,,,,,,,,,R,Bill Bennett,,
1162,,,Drama|Science Fiction and Fantasy|Romance,,,,,,,,,,R,Peter Jackson,Fran Walsh|Peter Jackson,"Nov 16, 1994"
1163,,,Art House and International,,,,,,,,,,NR,Lo Po-Shan,,
1164,,,Comedy|Western,,,,Universal Pictures,,,,"37,331,031",,R,Seth MacFarlane,Seth MacFarlane|Alec Sulkin|Wellesley Wild,"May 30, 2014"
1165,,,Horror,,,,IFC Films,,,,,,NR,Bob Badway,Bob Badway,"Jul 8, 2009"
1166,,,Mystery and Suspense,,,,,,,,,,NR,Mickey Keating,Mickey Keating,"Jul 1, 2016"
1167,,,Action and Adventure|Comedy|Mystery and Suspense,,,,,,,,,,PG,Clive Donner,,"Mar 1, 1980"
1168,,,Comedy,,,,Magnolia Pictures,,,,"145,778",,R,Tim Heidecker|Eric Wareheim,Doug Lussenhop|Tim Heidecker|Jonathan Krisel|Eric Wareheim,"Mar 2, 2012"
1169,,,Action and Adventure|Documentary|Science Fiction and Fantasy|Special Interest|Western,,,,,,,,,,PG-13,Sam Irwin,,"Apr 1, 1994"
1170,,,Classics|Drama,,,,,,,,,,NR,,,"Dec 31, 1960"
1171,,,Art House and International|Mystery and Suspense,,,,,,,,,,NR,Nattawut Poonpiriya,Nattawut Poonpiriya|Tanida Hantaweewatana |Vasudhorn Piyaromna,
1172,,,,,,,,,,,,,NR,,,
1173,,,Action and Adventure|Drama,,,,Universal Pictures,,,,"63,400,000",,R,Michael Mann,Michael Mann,"Jul 28, 2006"
1174,,,Action and Adventure|Art House and International|Drama|Faith and Spirituality,,,,,,,,,,R,Bruce Beresford,Brian Moore,"Sep 5, 1991"
1175,,,Classics|Horror,,,,,,,,,,NR,Jack Curtis,Arnold Drake,"Mar 18, 1964"
1176,,,Drama,,,,,,,,,,PG-13,Jonathan Kaplan,Barbara Benedek,"Oct 27, 1989"
1177,,,Action and Adventure|Classics|Comedy|Drama,,,,,,,,,,PG,,Troy Kennedy Martin,"Jun 23, 1970"
1178,,,Drama|Mystery and Suspense,,,,,,,,,,NR,Sidney Gilliat,,
1179,,,Action and Adventure|Drama,,,,Sony Pictures Entertainment,,,,"7,009,668",,PG-13,,,"Sep 1, 2006"
1180,,,Drama,,,,Sony Pictures,,,,"80,574,010",,PG-13,Ryan Murphy,Ryan Murphy|Jennifer Salt,"Aug 13, 2010"
1181,,,Drama|Mystery and Suspense,,,,Columbia Pictures,,,,"47,781,388",,PG-13,David Koepp,David Koepp,"Mar 12, 2004"
1182,,,Action and Adventure|Drama|Mystery and Suspense,,,,,,,,,,R,Philip Kaufman,David Mamet|Philip Kaufman|Michael Crichton|Michael Backes,"Jul 30, 1993"
1183,,,Action and Adventure|Drama|Horror|Mystery and Suspense,,,,,,,,,,NR,Richard Lang,,
1184,,,Comedy|Drama,,,,Roadside Attractions,,,,"5,600,000",,R,Jennifer Westfeldt,Jennifer Westfeldt,"Mar 9, 2012"
1185,,,Drama|Science Fiction and Fantasy,,,,,,,,,,R,Ridley Scott,David Webb Peoples,"Jun 25, 1982"
1186,,,Classics|Horror|Mystery and Suspense|Science Fiction and Fantasy,,,,,,,,,,NR,Joseph Losey|Leslie Norman,Jimmy Sangster,"Nov 5, 1956"
1187,,,Horror,,,,,,,,,,NR,,,
1188,,,Classics|Documentary|Drama|Romance,,,,,,,,,,NR,Stanley Kramer,Abby Mann,"Jul 29, 1965"
1189,,,Action and Adventure|Western,,,,,,,,,,PG,Anthony Harvey,John Briley,"Nov 23, 1979"
1190,,,Art House and International|Drama,,,,,,,,,,PG-13,Paolo Taviani|Vittorio Taviani,Paolo Taviani|Vittorio Taviani|Sandro Petraglia,"Jan 1, 1993"
1191,,,Art House and International|Drama,,,,,,,,,,R,Bertrand Tavernier,,
1192,,,Drama,,,,IFC Films,,,,"200,000",,R,David Lowery,David Lowery,"Aug 16, 2013"
1193,,,Comedy|Kids and Family,,,,,,,,,,PG,William Dear,,"Jun 5, 1987"
1194,,,Art House and International|Comedy|Drama|Mystery and Suspense,,,,,,,,,,NR,Christopher Roth,,
1195,,,Horror,,,,,,,,,,R,James Bryan,,
1196,,,Comedy,,,,Universal Pictures,,,,"134,455,175",,R,Seth Gordon,Craig Mazin,"Feb 7, 2013"
1197,,,Horror,,,,Universal Pictures,,,,"25,957,696",,R,Guillermo del Toro,Guillermo del Toro|Matthew Robbins|Lucinda Coxon,"Oct 16, 2015"
1198,,,Action and Adventure|Western,,,,,,,,,,G,Martin Ritt,,"Jan 1, 1967"
1199,,,Comedy|Drama,,,,Sony Classics,,,,"3,200,000",,PG-13,Mike Leigh,Mike Leigh,"Dec 29, 2010"
1200,,,,,,,,,,,,,NR,,,
1201,,,Action and Adventure|Classics|Drama|Mystery and Suspense,,,,,,,,,,NR,Douglas Heyes,Douglas Heyes,"Nov 4, 1964"
1202,,,Musical and Performing Arts|Special Interest,,,,NCM/Fathom,,,,,,PG-13,Laurence Connor,Tim Rice,
1203,,,Documentary|Musical and Performing Arts,,,,Sony Pictures Classics,,,,"200,000",,PG-13,Jeffrey Levy-Hinte,,"Jul 10, 2009"
1204,,,Action and Adventure|Art House and International,,,,,,,,,,G,John Mathew Matthan,,"Apr 30, 1999"
1205,,,Drama,,,,,,,,,,R,Ingmar Bergman,Ingmar Bergman,"Dec 23, 1968"
1206,,,Comedy|Drama,,,,,,,,,,R,Tim Burton,Scott Alexander|Larry Karaszewski,"Sep 28, 1994"
1207,,,Drama|Mystery and Suspense,,,,,,,,,,NR,John Sturges,,
1208,,,Drama,,,,,,,,,,NR,,,
1209,,,Art House and International|Drama|Special Interest,,,,Wrekin Hill Entertainment,,,,"308,164",,R,Yimou Zhang,Yan Geling,"Dec 21, 2011"
1210,,,Drama|Mystery and Suspense,,,,Warner Bros. Pictures,,,,"32,741,596",,PG-13,Clint Eastwood,Peter Morgan,"Oct 22, 2010"
1211,,,Comedy|Drama,,,,Lionsgate Films,,,,"15,986,272",,PG-13,Tyler Perry,Tyler Perry,"Mar 14, 2014"
1212,,,Drama|Romance,,,,MGM,,,,,,PG-13,Joan Chen,Allison Burnett,"Aug 11, 2000"
1213,,,Classics|Comedy,,,,,,,,,,NR,Frank Tashlin,Erna Lazarus,"Jan 1, 1956"
1214,,,Kids and Family|Science Fiction and Fantasy,,,,,,,,,,G,John Henderson,,"Jun 1, 1998"
1215,,,Classics|Horror|Science Fiction and Fantasy,,,,,,,,,,NR,,,"Jun 13, 1953"
1216,,,Drama|Romance,,,,,,,,,,PG,Michael Goldenberg,Michael Goldenberg,"Jun 1, 1995"
1217,,,Art House and International|Comedy|Drama,,,,Independant Pictures,,,,,,NR,Darko Lungulov,Darko Lungulov,"May 14, 2010"
1218,,,Classics|Comedy|Musical and Performing Arts,,,,,,,,,,NR,David Butler,Frank Fenton|Harry Kurnitz|Lynn Root,"Mar 4, 1943"
1219,,,Comedy,,,,Open Road Films,,,,"13,710,572",,R,Michael Tiddes,Marlon Wayans,"Apr 18, 2014"
1220,,,Drama,,,,Weinstein Company,,,,"4,756,532",,R,Laurence Dunmore,Stephen Jeffreys,"Mar 10, 2006"
